point_id,Longitude,Latitude,phenophase_date,crop_type,phenophase_name
140,126.867923,48.74387403,2018/6/3,soybean,Greenup
140,126.867923,48.74387403,2018/6/25,soybean,MidGreenup
140,126.867923,48.74387403,2018/8/3,soybean,Peak
140,126.867923,48.74387403,2018/7/19,soybean,Maturity
140,126.867923,48.74387403,2018/9/9,soybean,MidSenescence
140,126.867923,48.74387403,2018/8/19,soybean,Senescence
140,126.867923,48.74387403,2018/9/28,soybean,Dormancy
141,126.8662545,48.74793002,2018/5/31,soybean,Greenup
141,126.8662545,48.74793002,2018/6/25,soybean,MidGreenup
141,126.8662545,48.74793002,2018/8/4,soybean,Peak
141,126.8662545,48.74793002,2018/7/19,soybean,Maturity
141,126.8662545,48.74793002,2018/9/10,soybean,MidSenescence
141,126.8662545,48.74793002,2018/8/19,soybean,Senescence
141,126.8662545,48.74793002,2018/9/30,soybean,Dormancy
142,126.8871357,48.74372656,2018/6/1,soybean,Greenup
142,126.8871357,48.74372656,2018/6/24,soybean,MidGreenup
142,126.8871357,48.74372656,2018/8/3,soybean,Peak
142,126.8871357,48.74372656,2018/7/19,soybean,Maturity
142,126.8871357,48.74372656,2018/9/9,soybean,MidSenescence
142,126.8871357,48.74372656,2018/8/19,soybean,Senescence
142,126.8871357,48.74372656,2018/9/29,soybean,Dormancy
143,127.0023554,48.72674003,2018/6/9,soybean,Greenup
143,127.0023554,48.72674003,2018/7/2,soybean,MidGreenup
143,127.0023554,48.72674003,2018/8/7,soybean,Peak
143,127.0023554,48.72674003,2018/7/24,soybean,Maturity
143,127.0023554,48.72674003,2018/9/10,soybean,MidSenescence
143,127.0023554,48.72674003,2018/8/21,soybean,Senescence
143,127.0023554,48.72674003,2018/9/28,soybean,Dormancy
144,126.9965918,48.72723802,2018/6/7,soybean,Greenup
144,126.9965918,48.72723802,2018/6/30,soybean,MidGreenup
144,126.9965918,48.72723802,2018/8/5,soybean,Peak
144,126.9965918,48.72723802,2018/7/22,soybean,Maturity
144,126.9965918,48.72723802,2018/9/9,soybean,MidSenescence
144,126.9965918,48.72723802,2018/8/20,soybean,Senescence
144,126.9965918,48.72723802,2018/9/27,soybean,Dormancy
145,126.9916663,48.72752808,2018/6/4,soybean,Greenup
145,126.9916663,48.72752808,2018/6/28,soybean,MidGreenup
145,126.9916663,48.72752808,2018/8/5,soybean,Peak
145,126.9916663,48.72752808,2018/7/22,soybean,Maturity
145,126.9916663,48.72752808,2018/9/9,soybean,MidSenescence
145,126.9916663,48.72752808,2018/8/20,soybean,Senescence
145,126.9916663,48.72752808,2018/9/28,soybean,Dormancy
146,126.9949806,48.73131185,2018/6/3,soybean,Greenup
146,126.9949806,48.73131185,2018/6/26,soybean,MidGreenup
146,126.9949806,48.73131185,2018/8/4,soybean,Peak
146,126.9949806,48.73131185,2018/7/20,soybean,Maturity
146,126.9949806,48.73131185,2018/9/10,soybean,MidSenescence
146,126.9949806,48.73131185,2018/8/19,soybean,Senescence
146,126.9949806,48.73131185,2018/9/29,soybean,Dormancy
147,127.0253094,48.7189376,2018/6/3,soybean,Greenup
147,127.0253094,48.7189376,2018/6/28,soybean,MidGreenup
147,127.0253094,48.7189376,2018/8/6,soybean,Peak
147,127.0253094,48.7189376,2018/7/23,soybean,Maturity
147,127.0253094,48.7189376,2018/9/11,soybean,MidSenescence
147,127.0253094,48.7189376,2018/8/21,soybean,Senescence
147,127.0253094,48.7189376,2018/9/30,soybean,Dormancy
148,126.2590862,48.74807094,2018/6/3,soybean,Greenup
148,126.2590862,48.74807094,2018/6/26,soybean,MidGreenup
148,126.2590862,48.74807094,2018/8/3,soybean,Peak
148,126.2590862,48.74807094,2018/7/19,soybean,Maturity
148,126.2590862,48.74807094,2018/9/9,soybean,MidSenescence
148,126.2590862,48.74807094,2018/8/19,soybean,Senescence
148,126.2590862,48.74807094,2018/9/29,soybean,Dormancy
149,126.2643613,48.74725487,2018/6/3,soybean,Greenup
149,126.2643613,48.74725487,2018/6/26,soybean,MidGreenup
149,126.2643613,48.74725487,2018/8/3,soybean,Peak
149,126.2643613,48.74725487,2018/7/19,soybean,Maturity
149,126.2643613,48.74725487,2018/9/9,soybean,MidSenescence
149,126.2643613,48.74725487,2018/8/19,soybean,Senescence
149,126.2643613,48.74725487,2018/9/29,soybean,Dormancy
150,126.2610966,48.74353828,2018/6/4,soybean,Greenup
150,126.2610966,48.74353828,2018/6/27,soybean,MidGreenup
150,126.2610966,48.74353828,2018/8/4,soybean,Peak
150,126.2610966,48.74353828,2018/7/21,soybean,Maturity
150,126.2610966,48.74353828,2018/9/10,soybean,MidSenescence
150,126.2610966,48.74353828,2018/8/20,soybean,Senescence
150,126.2610966,48.74353828,2018/9/30,soybean,Dormancy
151,126.3396071,48.76471362,2018/5/18,soybean,Greenup
151,126.3396071,48.76471362,2018/6/13,soybean,MidGreenup
151,126.3396071,48.76471362,2018/7/31,soybean,Peak
151,126.3396071,48.76471362,2018/7/13,soybean,Maturity
151,126.3396071,48.76471362,2018/9/12,soybean,MidSenescence
151,126.3396071,48.76471362,2018/8/18,soybean,Senescence
151,126.3396071,48.76471362,2018/10/5,soybean,Dormancy
152,126.3333215,48.76441965,2018/6/1,soybean,Greenup
152,126.3333215,48.76441965,2018/6/25,soybean,MidGreenup
152,126.3333215,48.76441965,2018/8/4,soybean,Peak
152,126.3333215,48.76441965,2018/7/20,soybean,Maturity
152,126.3333215,48.76441965,2018/9/11,soybean,MidSenescence
152,126.3333215,48.76441965,2018/8/20,soybean,Senescence
152,126.3333215,48.76441965,2018/10/2,soybean,Dormancy
153,126.3017178,48.77232968,2018/6/5,soybean,Greenup
153,126.3017178,48.77232968,2018/6/28,soybean,MidGreenup
153,126.3017178,48.77232968,2018/8/5,soybean,Peak
153,126.3017178,48.77232968,2018/7/21,soybean,Maturity
153,126.3017178,48.77232968,2018/9/12,soybean,MidSenescence
153,126.3017178,48.77232968,2018/8/21,soybean,Senescence
153,126.3017178,48.77232968,2018/10/2,soybean,Dormancy
154,126.3092391,48.77278032,2018/6/2,soybean,Greenup
154,126.3092391,48.77278032,2018/6/26,soybean,MidGreenup
154,126.3092391,48.77278032,2018/8/5,soybean,Peak
154,126.3092391,48.77278032,2018/7/20,soybean,Maturity
154,126.3092391,48.77278032,2018/9/12,soybean,MidSenescence
154,126.3092391,48.77278032,2018/8/21,soybean,Senescence
154,126.3092391,48.77278032,2018/10/2,soybean,Dormancy
155,126.2955876,48.77221964,2018/6/6,soybean,Greenup
155,126.2955876,48.77221964,2018/6/28,soybean,MidGreenup
155,126.2955876,48.77221964,2018/8/5,soybean,Peak
155,126.2955876,48.77221964,2018/7/21,soybean,Maturity
155,126.2955876,48.77221964,2018/9/13,soybean,MidSenescence
155,126.2955876,48.77221964,2018/8/22,soybean,Senescence
155,126.2955876,48.77221964,2018/10/4,soybean,Dormancy
156,126.3069929,48.77641593,2018/6/6,soybean,Greenup
156,126.3069929,48.77641593,2018/6/29,soybean,MidGreenup
156,126.3069929,48.77641593,2018/8/5,soybean,Peak
156,126.3069929,48.77641593,2018/7/22,soybean,Maturity
156,126.3069929,48.77641593,2018/9/11,soybean,MidSenescence
156,126.3069929,48.77641593,2018/8/21,soybean,Senescence
156,126.3069929,48.77641593,2018/10/1,soybean,Dormancy
157,126.313155,48.80173712,2018/5/31,soybean,Greenup
157,126.313155,48.80173712,2018/6/21,soybean,MidGreenup
157,126.313155,48.80173712,2018/7/28,soybean,Peak
157,126.313155,48.80173712,2018/7/14,soybean,Maturity
157,126.313155,48.80173712,2018/9/3,soybean,MidSenescence
157,126.313155,48.80173712,2018/8/13,soybean,Senescence
157,126.313155,48.80173712,2018/9/23,soybean,Dormancy
158,126.3154358,48.8051711,2018/5/31,soybean,Greenup
158,126.3154358,48.8051711,2018/6/21,soybean,MidGreenup
158,126.3154358,48.8051711,2018/7/28,soybean,Peak
158,126.3154358,48.8051711,2018/7/14,soybean,Maturity
158,126.3154358,48.8051711,2018/9/3,soybean,MidSenescence
158,126.3154358,48.8051711,2018/8/13,soybean,Senescence
158,126.3154358,48.8051711,2018/9/23,soybean,Dormancy
159,125.9109701,48.83565325,2018/6/4,soybean,Greenup
159,125.9109701,48.83565325,2018/6/27,soybean,MidGreenup
159,125.9109701,48.83565325,2018/8/3,soybean,Peak
159,125.9109701,48.83565325,2018/7/20,soybean,Maturity
159,125.9109701,48.83565325,2018/9/7,soybean,MidSenescence
159,125.9109701,48.83565325,2018/8/18,soybean,Senescence
159,125.9109701,48.83565325,2018/9/27,soybean,Dormancy
160,125.913778,48.83929595,2018/6/4,soybean,Greenup
160,125.913778,48.83929595,2018/6/26,soybean,MidGreenup
160,125.913778,48.83929595,2018/8/2,soybean,Peak
160,125.913778,48.83929595,2018/7/19,soybean,Maturity
160,125.913778,48.83929595,2018/9/8,soybean,MidSenescence
160,125.913778,48.83929595,2018/8/18,soybean,Senescence
160,125.913778,48.83929595,2018/9/28,soybean,Dormancy
161,125.7783646,48.86846531,2018/6/6,soybean,Greenup
161,125.7783646,48.86846531,2018/6/29,soybean,MidGreenup
161,125.7783646,48.86846531,2018/8/5,soybean,Peak
161,125.7783646,48.86846531,2018/7/21,soybean,Maturity
161,125.7783646,48.86846531,2018/9/10,soybean,MidSenescence
161,125.7783646,48.86846531,2018/8/20,soybean,Senescence
161,125.7783646,48.86846531,2018/10/1,soybean,Dormancy
162,125.5108472,49.36394498,2018/6/15,soybean,Greenup
162,125.5108472,49.36394498,2018/7/8,soybean,MidGreenup
162,125.5108472,49.36394498,2018/8/12,soybean,Peak
162,125.5108472,49.36394498,2018/7/29,soybean,Maturity
162,125.5108472,49.36394498,2018/9/15,soybean,MidSenescence
162,125.5108472,49.36394498,2018/8/26,soybean,Senescence
162,125.5108472,49.36394498,2018/10/5,soybean,Dormancy
163,125.5911277,49.37278846,2018/6/15,soybean,Greenup
163,125.5911277,49.37278846,2018/7/7,soybean,MidGreenup
163,125.5911277,49.37278846,2018/8/13,soybean,Peak
163,125.5911277,49.37278846,2018/7/30,soybean,Maturity
163,125.5911277,49.37278846,2018/9/17,soybean,MidSenescence
163,125.5911277,49.37278846,2018/8/27,soybean,Senescence
163,125.5911277,49.37278846,2018/10/6,soybean,Dormancy
164,125.6064492,49.36887333,2018/6/14,soybean,Greenup
164,125.6064492,49.36887333,2018/7/7,soybean,MidGreenup
164,125.6064492,49.36887333,2018/8/12,soybean,Peak
164,125.6064492,49.36887333,2018/7/29,soybean,Maturity
164,125.6064492,49.36887333,2018/9/16,soybean,MidSenescence
164,125.6064492,49.36887333,2018/8/26,soybean,Senescence
164,125.6064492,49.36887333,2018/10/7,soybean,Dormancy
165,125.590052,49.37728756,2018/6/18,soybean,Greenup
165,125.590052,49.37728756,2018/7/10,soybean,MidGreenup
165,125.590052,49.37728756,2018/8/14,soybean,Peak
165,125.590052,49.37728756,2018/7/31,soybean,Maturity
165,125.590052,49.37728756,2018/9/18,soybean,MidSenescence
165,125.590052,49.37728756,2018/8/28,soybean,Senescence
165,125.590052,49.37728756,2018/10/8,soybean,Dormancy
166,125.5498757,49.38146605,2018/6/17,soybean,Greenup
166,125.5498757,49.38146605,2018/7/7,soybean,MidGreenup
166,125.5498757,49.38146605,2018/8/11,soybean,Peak
166,125.5498757,49.38146605,2018/7/28,soybean,Maturity
166,125.5498757,49.38146605,2018/9/14,soybean,MidSenescence
166,125.5498757,49.38146605,2018/8/25,soybean,Senescence
166,125.5498757,49.38146605,2018/10/4,soybean,Dormancy
167,125.6020478,49.36421192,2018/6/12,soybean,Greenup
167,125.6020478,49.36421192,2018/7/6,soybean,MidGreenup
167,125.6020478,49.36421192,2018/8/12,soybean,Peak
167,125.6020478,49.36421192,2018/7/29,soybean,Maturity
167,125.6020478,49.36421192,2018/9/17,soybean,MidSenescence
167,125.6020478,49.36421192,2018/8/27,soybean,Senescence
167,125.6020478,49.36421192,2018/10/9,soybean,Dormancy
168,125.5877992,49.36910217,2018/6/11,soybean,Greenup
168,125.5877992,49.36910217,2018/7/6,soybean,MidGreenup
168,125.5877992,49.36910217,2018/8/13,soybean,Peak
168,125.5877992,49.36910217,2018/7/30,soybean,Maturity
168,125.5877992,49.36910217,2018/9/17,soybean,MidSenescence
168,125.5877992,49.36910217,2018/8/28,soybean,Senescence
168,125.5877992,49.36910217,2018/10/7,soybean,Dormancy
169,125.5955701,49.36854699,2018/6/14,soybean,Greenup
169,125.5955701,49.36854699,2018/7/8,soybean,MidGreenup
169,125.5955701,49.36854699,2018/8/13,soybean,Peak
169,125.5955701,49.36854699,2018/7/30,soybean,Maturity
169,125.5955701,49.36854699,2018/9/16,soybean,MidSenescence
169,125.5955701,49.36854699,2018/8/27,soybean,Senescence
169,125.5955701,49.36854699,2018/10/7,soybean,Dormancy
170,125.5985618,49.3478662,2018/6/7,soybean,Greenup
170,125.5985618,49.3478662,2018/7/3,soybean,MidGreenup
170,125.5985618,49.3478662,2018/8/9,soybean,Peak
170,125.5985618,49.3478662,2018/7/26,soybean,Maturity
170,125.5985618,49.3478662,2018/9/14,soybean,MidSenescence
170,125.5985618,49.3478662,2018/8/24,soybean,Senescence
170,125.5985618,49.3478662,2018/10/4,soybean,Dormancy
171,125.591329,49.34750501,2018/6/15,soybean,Greenup
171,125.591329,49.34750501,2018/7/7,soybean,MidGreenup
171,125.591329,49.34750501,2018/8/11,soybean,Peak
171,125.591329,49.34750501,2018/7/29,soybean,Maturity
171,125.591329,49.34750501,2018/9/14,soybean,MidSenescence
171,125.591329,49.34750501,2018/8/26,soybean,Senescence
171,125.591329,49.34750501,2018/10/3,soybean,Dormancy
172,125.4911798,49.28578999,2018/6/10,soybean,Greenup
172,125.4911798,49.28578999,2018/7/2,soybean,MidGreenup
172,125.4911798,49.28578999,2018/8/7,soybean,Peak
172,125.4911798,49.28578999,2018/7/24,soybean,Maturity
172,125.4911798,49.28578999,2018/9/12,soybean,MidSenescence
172,125.4911798,49.28578999,2018/8/22,soybean,Senescence
172,125.4911798,49.28578999,2018/10/2,soybean,Dormancy
173,125.4989149,49.2814365,2018/6/10,soybean,Greenup
173,125.4989149,49.2814365,2018/7/2,soybean,MidGreenup
173,125.4989149,49.2814365,2018/8/7,soybean,Peak
173,125.4989149,49.2814365,2018/7/24,soybean,Maturity
173,125.4989149,49.2814365,2018/9/12,soybean,MidSenescence
173,125.4989149,49.2814365,2018/8/22,soybean,Senescence
173,125.4989149,49.2814365,2018/10/2,soybean,Dormancy
174,125.5043557,49.2811044,2018/6/8,soybean,Greenup
174,125.5043557,49.2811044,2018/7/1,soybean,MidGreenup
174,125.5043557,49.2811044,2018/8/7,soybean,Peak
174,125.5043557,49.2811044,2018/7/24,soybean,Maturity
174,125.5043557,49.2811044,2018/9/12,soybean,MidSenescence
174,125.5043557,49.2811044,2018/8/22,soybean,Senescence
174,125.5043557,49.2811044,2018/10/2,soybean,Dormancy
175,125.4850805,49.27330874,2018/6/9,soybean,Greenup
175,125.4850805,49.27330874,2018/7/2,soybean,MidGreenup
175,125.4850805,49.27330874,2018/8/7,soybean,Peak
175,125.4850805,49.27330874,2018/7/24,soybean,Maturity
175,125.4850805,49.27330874,2018/9/12,soybean,MidSenescence
175,125.4850805,49.27330874,2018/8/22,soybean,Senescence
175,125.4850805,49.27330874,2018/10/3,soybean,Dormancy
176,125.440955,49.25601677,2018/6/14,soybean,Greenup
176,125.440955,49.25601677,2018/7/5,soybean,MidGreenup
176,125.440955,49.25601677,2018/8/9,soybean,Peak
176,125.440955,49.25601677,2018/7/26,soybean,Maturity
176,125.440955,49.25601677,2018/9/13,soybean,MidSenescence
176,125.440955,49.25601677,2018/8/23,soybean,Senescence
176,125.440955,49.25601677,2018/10/3,soybean,Dormancy
177,124.8756685,48.98934821,2018/6/4,soybean,Greenup
177,124.8756685,48.98934821,2018/6/26,soybean,MidGreenup
177,124.8756685,48.98934821,2018/8/4,soybean,Peak
177,124.8756685,48.98934821,2018/7/20,soybean,Maturity
177,124.8756685,48.98934821,2018/9/11,soybean,MidSenescence
177,124.8756685,48.98934821,2018/8/20,soybean,Senescence
177,124.8756685,48.98934821,2018/10/1,soybean,Dormancy
178,125.0402637,48.95633627,2018/6/1,soybean,Greenup
178,125.0402637,48.95633627,2018/6/23,soybean,MidGreenup
178,125.0402637,48.95633627,2018/8/1,soybean,Peak
178,125.0402637,48.95633627,2018/7/17,soybean,Maturity
178,125.0402637,48.95633627,2018/9/8,soybean,MidSenescence
178,125.0402637,48.95633627,2018/8/18,soybean,Senescence
178,125.0402637,48.95633627,2018/9/28,soybean,Dormancy
179,125.0464167,48.95565596,2018/6/1,soybean,Greenup
179,125.0464167,48.95565596,2018/6/24,soybean,MidGreenup
179,125.0464167,48.95565596,2018/8/3,soybean,Peak
179,125.0464167,48.95565596,2018/7/19,soybean,Maturity
179,125.0464167,48.95565596,2018/9/9,soybean,MidSenescence
179,125.0464167,48.95565596,2018/8/19,soybean,Senescence
179,125.0464167,48.95565596,2018/9/28,soybean,Dormancy
180,125.041647,48.95170587,2018/6/2,soybean,Greenup
180,125.041647,48.95170587,2018/6/25,soybean,MidGreenup
180,125.041647,48.95170587,2018/8/3,soybean,Peak
180,125.041647,48.95170587,2018/7/19,soybean,Maturity
180,125.041647,48.95170587,2018/9/9,soybean,MidSenescence
180,125.041647,48.95170587,2018/8/19,soybean,Senescence
180,125.041647,48.95170587,2018/9/29,soybean,Dormancy
181,125.1618974,48.9312586,2018/6/2,soybean,Greenup
181,125.1618974,48.9312586,2018/6/26,soybean,MidGreenup
181,125.1618974,48.9312586,2018/8/4,soybean,Peak
181,125.1618974,48.9312586,2018/7/19,soybean,Maturity
181,125.1618974,48.9312586,2018/9/11,soybean,MidSenescence
181,125.1618974,48.9312586,2018/8/20,soybean,Senescence
181,125.1618974,48.9312586,2018/10/2,soybean,Dormancy
182,125.2253714,48.95168751,2018/6/3,soybean,Greenup
182,125.2253714,48.95168751,2018/6/26,soybean,MidGreenup
182,125.2253714,48.95168751,2018/8/3,soybean,Peak
182,125.2253714,48.95168751,2018/7/19,soybean,Maturity
182,125.2253714,48.95168751,2018/9/10,soybean,MidSenescence
182,125.2253714,48.95168751,2018/8/19,soybean,Senescence
182,125.2253714,48.95168751,2018/10/1,soybean,Dormancy
183,134.4900907,48.10274436,2018/6/7,rice,Greenup
183,134.4900907,48.10274436,2018/6/27,rice,MidGreenup
183,134.4900907,48.10274436,2018/8/7,rice,Peak
183,134.4900907,48.10274436,2018/7/21,rice,Maturity
183,134.4900907,48.10274436,2018/9/25,rice,MidSenescence
183,134.4900907,48.10274436,2018/8/26,rice,Senescence
183,134.4900907,48.10274436,2018/10/23,rice,Dormancy
184,134.0120082,48.0429166,2018/6/3,rice,Greenup
184,134.0120082,48.0429166,2018/6/26,rice,MidGreenup
184,134.0120082,48.0429166,2018/8/9,rice,Peak
184,134.0120082,48.0429166,2018/7/22,rice,Maturity
184,134.0120082,48.0429166,2018/9/27,rice,MidSenescence
184,134.0120082,48.0429166,2018/8/28,rice,Senescence
184,134.0120082,48.0429166,2018/10/25,rice,Dormancy
185,134.2278733,47.93619693,2018/6/4,rice,Greenup
185,134.2278733,47.93619693,2018/6/24,rice,MidGreenup
185,134.2278733,47.93619693,2018/8/4,rice,Peak
185,134.2278733,47.93619693,2018/7/18,rice,Maturity
185,134.2278733,47.93619693,2018/9/25,rice,MidSenescence
185,134.2278733,47.93619693,2018/8/24,rice,Senescence
185,134.2278733,47.93619693,2018/10/24,rice,Dormancy
186,134.3434844,47.98066309,2018/6/10,rice,Greenup
186,134.3434844,47.98066309,2018/6/30,rice,MidGreenup
186,134.3434844,47.98066309,2018/8/9,rice,Peak
186,134.3434844,47.98066309,2018/7/23,rice,Maturity
186,134.3434844,47.98066309,2018/9/25,rice,MidSenescence
186,134.3434844,47.98066309,2018/8/28,rice,Senescence
186,134.3434844,47.98066309,2018/10/23,rice,Dormancy
187,133.0617693,47.82759107,2018/6/7,rice,Greenup
187,133.0617693,47.82759107,2018/6/26,rice,MidGreenup
187,133.0617693,47.82759107,2018/8/5,rice,Peak
187,133.0617693,47.82759107,2018/7/19,rice,Maturity
187,133.0617693,47.82759107,2018/9/24,rice,MidSenescence
187,133.0617693,47.82759107,2018/8/25,rice,Senescence
187,133.0617693,47.82759107,2018/10/22,rice,Dormancy
188,133.3937895,47.82731906,2018/6/3,rice,Greenup
188,133.3937895,47.82731906,2018/6/23,rice,MidGreenup
188,133.3937895,47.82731906,2018/8/4,rice,Peak
188,133.3937895,47.82731906,2018/7/18,rice,Maturity
188,133.3937895,47.82731906,2018/9/25,rice,MidSenescence
188,133.3937895,47.82731906,2018/8/25,rice,Senescence
188,133.3937895,47.82731906,2018/10/24,rice,Dormancy
189,133.2633519,47.86477997,2018/6/3,rice,Greenup
189,133.2633519,47.86477997,2018/6/23,rice,MidGreenup
189,133.2633519,47.86477997,2018/8/2,rice,Peak
189,133.2633519,47.86477997,2018/7/17,rice,Maturity
189,133.2633519,47.86477997,2018/9/22,rice,MidSenescence
189,133.2633519,47.86477997,2018/8/21,rice,Senescence
189,133.2633519,47.86477997,2018/10/22,rice,Dormancy
190,133.2253514,47.86370087,2018/6/4,rice,Greenup
190,133.2253514,47.86370087,2018/6/25,rice,MidGreenup
190,133.2253514,47.86370087,2018/8/5,rice,Peak
190,133.2253514,47.86370087,2018/7/19,rice,Maturity
190,133.2253514,47.86370087,2018/9/25,rice,MidSenescence
190,133.2253514,47.86370087,2018/8/25,rice,Senescence
190,133.2253514,47.86370087,2018/10/23,rice,Dormancy
191,133.5910557,47.87744382,2018/5/31,rice,Greenup
191,133.5910557,47.87744382,2018/6/20,rice,MidGreenup
191,133.5910557,47.87744382,2018/7/30,rice,Peak
191,133.5910557,47.87744382,2018/7/13,rice,Maturity
191,133.5910557,47.87744382,2018/9/22,rice,MidSenescence
191,133.5910557,47.87744382,2018/8/20,rice,Senescence
191,133.5910557,47.87744382,2018/10/22,rice,Dormancy
192,133.7441322,47.87475052,2018/6/2,rice,Greenup
192,133.7441322,47.87475052,2018/6/25,rice,MidGreenup
192,133.7441322,47.87475052,2018/8/6,rice,Peak
192,133.7441322,47.87475052,2018/7/20,rice,Maturity
192,133.7441322,47.87475052,2018/9/25,rice,MidSenescence
192,133.7441322,47.87475052,2018/8/25,rice,Senescence
192,133.7441322,47.87475052,2018/10/23,rice,Dormancy
193,132.9361876,47.83864072,2018/6/3,rice,Greenup
193,132.9361876,47.83864072,2018/6/24,rice,MidGreenup
193,132.9361876,47.83864072,2018/8/4,rice,Peak
193,132.9361876,47.83864072,2018/7/18,rice,Maturity
193,132.9361876,47.83864072,2018/9/23,rice,MidSenescence
193,132.9361876,47.83864072,2018/8/24,rice,Senescence
193,132.9361876,47.83864072,2018/10/20,rice,Dormancy
194,134.5493789,47.82543286,2018/6/7,rice,Greenup
194,134.5493789,47.82543286,2018/6/27,rice,MidGreenup
194,134.5493789,47.82543286,2018/8/5,rice,Peak
194,134.5493789,47.82543286,2018/7/20,rice,Maturity
194,134.5493789,47.82543286,2018/9/23,rice,MidSenescence
194,134.5493789,47.82543286,2018/8/25,rice,Senescence
194,134.5493789,47.82543286,2018/10/21,rice,Dormancy
195,134.1699317,47.88930502,2018/5/30,rice,Greenup
195,134.1699317,47.88930502,2018/6/21,rice,MidGreenup
195,134.1699317,47.88930502,2018/8/4,rice,Peak
195,134.1699317,47.88930502,2018/7/17,rice,Maturity
195,134.1699317,47.88930502,2018/9/27,rice,MidSenescence
195,134.1699317,47.88930502,2018/8/26,rice,Senescence
195,134.1699317,47.88930502,2018/10/26,rice,Dormancy
196,134.3663953,47.88040912,2018/6/6,rice,Greenup
196,134.3663953,47.88040912,2018/6/26,rice,MidGreenup
196,134.3663953,47.88040912,2018/8/7,rice,Peak
196,134.3663953,47.88040912,2018/7/21,rice,Maturity
196,134.3663953,47.88040912,2018/9/26,rice,MidSenescence
196,134.3663953,47.88040912,2018/8/27,rice,Senescence
196,134.3663953,47.88040912,2018/10/24,rice,Dormancy
197,133.0668928,47.72679755,2018/6/5,rice,Greenup
197,133.0668928,47.72679755,2018/6/23,rice,MidGreenup
197,133.0668928,47.72679755,2018/8/2,rice,Peak
197,133.0668928,47.72679755,2018/7/16,rice,Maturity
197,133.0668928,47.72679755,2018/9/20,rice,MidSenescence
197,133.0668928,47.72679755,2018/8/21,rice,Senescence
197,133.0668928,47.72679755,2018/10/18,rice,Dormancy
198,132.9569358,47.80953171,2018/5/31,rice,Greenup
198,132.9569358,47.80953171,2018/6/21,rice,MidGreenup
198,132.9569358,47.80953171,2018/8/3,rice,Peak
198,132.9569358,47.80953171,2018/7/16,rice,Maturity
198,132.9569358,47.80953171,2018/9/24,rice,MidSenescence
198,132.9569358,47.80953171,2018/8/23,rice,Senescence
198,132.9569358,47.80953171,2018/10/23,rice,Dormancy
199,134.32085,47.91948868,2018/6/9,rice,Greenup
199,134.32085,47.91948868,2018/6/28,rice,MidGreenup
199,134.32085,47.91948868,2018/8/6,rice,Peak
199,134.32085,47.91948868,2018/7/21,rice,Maturity
199,134.32085,47.91948868,2018/9/24,rice,MidSenescence
199,134.32085,47.91948868,2018/8/25,rice,Senescence
199,134.32085,47.91948868,2018/10/23,rice,Dormancy
200,134.3176172,47.72410425,2018/6/3,rice,Greenup
200,134.3176172,47.72410425,2018/6/24,rice,MidGreenup
200,134.3176172,47.72410425,2018/8/6,rice,Peak
200,134.3176172,47.72410425,2018/7/20,rice,Maturity
200,134.3176172,47.72410425,2018/9/25,rice,MidSenescence
200,134.3176172,47.72410425,2018/8/26,rice,Senescence
200,134.3176172,47.72410425,2018/10/23,rice,Dormancy
201,134.4806597,47.81034326,2018/6/9,rice,Greenup
201,134.4806597,47.81034326,2018/6/29,rice,MidGreenup
201,134.4806597,47.81034326,2018/8/7,rice,Peak
201,134.4806597,47.81034326,2018/7/22,rice,Maturity
201,134.4806597,47.81034326,2018/9/24,rice,MidSenescence
201,134.4806597,47.81034326,2018/8/26,rice,Senescence
201,134.4806597,47.81034326,2018/10/22,rice,Dormancy
202,133.3137487,47.77180325,2018/6/2,rice,Greenup
202,133.3137487,47.77180325,2018/6/22,rice,MidGreenup
202,133.3137487,47.77180325,2018/8/2,rice,Peak
202,133.3137487,47.77180325,2018/7/15,rice,Maturity
202,133.3137487,47.77180325,2018/9/22,rice,MidSenescence
202,133.3137487,47.77180325,2018/8/22,rice,Senescence
202,133.3137487,47.77180325,2018/10/19,rice,Dormancy
203,131.7937972,47.63463239,2018/6/4,rice,Greenup
203,131.7937972,47.63463239,2018/6/25,rice,MidGreenup
203,131.7937972,47.63463239,2018/8/4,rice,Peak
203,131.7937972,47.63463239,2018/7/18,rice,Maturity
203,131.7937972,47.63463239,2018/9/23,rice,MidSenescence
203,131.7937972,47.63463239,2018/8/23,rice,Senescence
203,131.7937972,47.63463239,2018/10/22,rice,Dormancy
204,132.643247,47.72248559,2018/6/5,rice,Greenup
204,132.643247,47.72248559,2018/6/26,rice,MidGreenup
204,132.643247,47.72248559,2018/8/5,rice,Peak
204,132.643247,47.72248559,2018/7/20,rice,Maturity
204,132.643247,47.72248559,2018/9/24,rice,MidSenescence
204,132.643247,47.72248559,2018/8/25,rice,Senescence
204,132.643247,47.72248559,2018/10/23,rice,Dormancy
205,132.8777065,47.64675668,2018/6/8,rice,Greenup
205,132.8777065,47.64675668,2018/6/27,rice,MidGreenup
205,132.8777065,47.64675668,2018/8/6,rice,Peak
205,132.8777065,47.64675668,2018/7/20,rice,Maturity
205,132.8777065,47.64675668,2018/9/23,rice,MidSenescence
205,132.8777065,47.64675668,2018/8/25,rice,Senescence
205,132.8777065,47.64675668,2018/10/19,rice,Dormancy
206,133.7398202,47.66966754,2018/5/27,rice,Greenup
206,133.7398202,47.66966754,2018/6/19,rice,MidGreenup
